,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
106,50.0,No,Travel_Frequently,,Research & Development,1.0,3.0,Life Sciences,,141.0,1.0,Female,73.0,3.0,5.0,,2.0,Married,18172.0,9755.0,3.0,Y,Yes,19.0,3.0,1.0,80.0,0.0,28.0,,2.0,8.0,3.0,0.0,7.0
107,25.0,Yes,Travel_Rarely,,Sales,5.0,3.0,Marketing,1.0,142.0,,Male,46.0,2.0,2.0,Sales Executive,,Single,,,1.0,Y,Yes,,3.0,4.0,80.0,,6.0,1.0,,6.0,4.0,,3.0
108,,No,Travel_Rarely,1280.0,Research & Development,7.0,1.0,Medical,1.0,143.0,4.0,Male,64.0,2.0,1.0,Research Scientist,4.0,,2889.0,26897.0,1.0,,No,,3.0,3.0,80.0,2.0,,2.0,,2.0,2.0,2.0,
109,22.0,No,Travel_Rarely,534.0,Research & Development,15.0,3.0,Medical,,,2.0,Female,59.0,3.0,1.0,Laboratory Technician,,Single,,23785.0,1.0,Y,No,15.0,3.0,3.0,80.0,0.0,1.0,5.0,,0.0,0.0,0.0,0.0
110,,No,Travel_Frequently,1456.0,Research & Development,1.0,4.0,Medical,,145.0,,Female,,2.0,3.0,Healthcare Representative,1.0,Single,7484.0,25796.0,3.0,Y,,20.0,,3.0,80.0,0.0,23.0,1.0,2.0,,,12.0,8.0
111,34.0,Yes,Travel_Frequently,,Research & Development,7.0,,Life Sciences,1.0,147.0,1.0,Male,,1.0,2.0,Laboratory Technician,3.0,Single,6074.0,22887.0,1.0,Y,Yes,24.0,4.0,,80.0,0.0,9.0,3.0,,9.0,7.0,,6.0
112,54.0,No,Non-Travel,142.0,,26.0,3.0,Human Resources,,,4.0,Female,30.0,4.0,,Manager,4.0,Single,17328.0,13871.0,,Y,Yes,12.0,3.0,3.0,,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0
113,,No,Travel_Rarely,1127.0,Research & Development,18.0,1.0,Life Sciences,1.0,150.0,,Male,52.0,3.0,1.0,,3.0,,2774.0,13257.0,0.0,Y,No,12.0,3.0,3.0,80.0,,6.0,2.0,3.0,5.0,3.0,1.0,
114,34.0,No,Travel_Rarely,1031.0,Research & Development,6.0,4.0,Life Sciences,1.0,,3.0,Female,45.0,2.0,2.0,Research Scientist,,Divorced,4505.0,15000.0,6.0,Y,No,,3.0,,,1.0,,,3.0,1.0,0.0,,0.0
115,37.0,No,Travel_Rarely,1189.0,Sales,3.0,3.0,Life Sciences,1.0,152.0,3.0,Male,87.0,3.0,3.0,Sales Executive,4.0,Single,,14506.0,2.0,Y,No,12.0,3.0,,80.0,0.0,12.0,3.0,3.0,5.0,,,3.0
116,34.0,No,Travel_Rarely,1354.0,Research & Development,5.0,,Medical,1.0,153.0,3.0,Female,,2.0,3.0,,1.0,Single,11631.0,5615.0,2.0,Y,No,12.0,3.0,,80.0,0.0,14.0,6.0,3.0,11.0,10.0,5.0,
117,36.0,No,Travel_Frequently,1467.0,,11.0,2.0,Technical Degree,1.0,154.0,2.0,Female,92.0,,3.0,Sales Executive,4.0,Married,9738.0,22952.0,,Y,,,3.0,3.0,80.0,1.0,10.0,6.0,,,7.0,2.0,8.0
118,36.0,No,,,Research & Development,3.0,2.0,Life Sciences,1.0,,1.0,Female,39.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2835.0,2561.0,5.0,Y,No,22.0,4.0,1.0,80.0,1.0,7.0,2.0,,1.0,0.0,0.0,0.0
119,43.0,No,Travel_Frequently,,Sales,26.0,2.0,Life Sciences,1.0,158.0,3.0,Male,92.0,3.0,4.0,Manager,4.0,Married,16959.0,19494.0,1.0,Y,Yes,12.0,3.0,,,2.0,25.0,,,25.0,12.0,,
120,30.0,No,Travel_Frequently,1312.0,Research & Development,23.0,3.0,Life Sciences,1.0,159.0,1.0,Male,96.0,1.0,1.0,Research Scientist,3.0,Divorced,2613.0,22310.0,1.0,Y,No,,4.0,,80.0,,10.0,,2.0,10.0,7.0,0.0,
121,33.0,No,Non-Travel,750.0,Sales,22.0,2.0,Marketing,,,3.0,,95.0,3.0,,Sales Executive,2.0,Married,,15480.0,0.0,Y,No,13.0,3.0,1.0,,1.0,8.0,2.0,,7.0,7.0,0.0,7.0
122,56.0,Yes,Travel_Rarely,441.0,Research & Development,14.0,,Life Sciences,1.0,161.0,2.0,,72.0,3.0,1.0,,2.0,Married,,4510.0,9.0,Y,Yes,,3.0,1.0,,3.0,7.0,2.0,3.0,5.0,4.0,4.0,
123,51.0,No,Travel_Rarely,684.0,Research & Development,6.0,3.0,Life Sciences,1.0,162.0,1.0,Male,51.0,,5.0,Research Director,3.0,,19537.0,6462.0,7.0,,No,13.0,3.0,3.0,80.0,0.0,23.0,,3.0,,18.0,15.0,15.0
124,31.0,Yes,Travel_Rarely,,,6.0,4.0,Life Sciences,1.0,163.0,2.0,Male,,,2.0,Sales Executive,3.0,Married,,,4.0,Y,Yes,18.0,,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,7.0
125,26.0,No,Travel_Rarely,841.0,Research & Development,6.0,3.0,Other,1.0,164.0,,Female,,2.0,1.0,Research Scientist,2.0,Married,2368.0,23300.0,1.0,Y,No,,3.0,3.0,80.0,0.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0
126,58.0,Yes,Travel_Rarely,147.0,Research & Development,23.0,4.0,,1.0,,,Female,94.0,,3.0,Healthcare Representative,4.0,Married,10312.0,3465.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,40.0,3.0,2.0,,10.0,,6.0
127,19.0,Yes,Travel_Rarely,528.0,,22.0,1.0,Marketing,1.0,167.0,4.0,Male,50.0,3.0,1.0,,3.0,Single,1675.0,26820.0,1.0,Y,Yes,,3.0,,80.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0
128,22.0,No,Travel_Rarely,594.0,Research & Development,2.0,1.0,Technical Degree,1.0,169.0,,Male,100.0,3.0,1.0,Laboratory Technician,4.0,Married,2523.0,19299.0,,Y,,14.0,3.0,3.0,80.0,1.0,,2.0,,,,2.0,1.0
129,49.0,No,Travel_Rarely,470.0,Research & Development,20.0,4.0,Medical,,170.0,,Female,96.0,3.0,2.0,Manufacturing Director,1.0,Married,6567.0,5549.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,16.0,2.0,2.0,15.0,11.0,5.0,11.0
130,43.0,No,Travel_Frequently,957.0,Research & Development,28.0,3.0,Medical,1.0,171.0,2.0,Female,72.0,,,,3.0,Single,4739.0,16090.0,4.0,,No,12.0,3.0,4.0,80.0,0.0,18.0,2.0,,,2.0,,2.0
131,50.0,No,Travel_Frequently,809.0,,12.0,3.0,Marketing,1.0,174.0,3.0,Female,,3.0,3.0,Sales Executive,4.0,Single,9208.0,6645.0,4.0,,No,11.0,3.0,4.0,,0.0,16.0,3.0,3.0,2.0,2.0,2.0,
132,31.0,Yes,Travel_Rarely,542.0,,20.0,,,1.0,175.0,2.0,Female,71.0,1.0,2.0,Sales Executive,3.0,,4559.0,24788.0,,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,2.0,3.0,,,2.0,2.0
133,41.0,No,Travel_Rarely,,Sales,9.0,1.0,Life Sciences,,176.0,3.0,Male,,3.0,3.0,Sales Executive,,Divorced,8189.0,21196.0,3.0,Y,,13.0,3.0,3.0,80.0,1.0,12.0,,3.0,9.0,7.0,0.0,7.0
134,26.0,No,Travel_Rarely,,Human Resources,25.0,1.0,Life Sciences,1.0,,3.0,Female,61.0,3.0,,,3.0,Married,2942.0,8916.0,1.0,,No,23.0,4.0,4.0,80.0,1.0,8.0,3.0,3.0,8.0,,,7.0
135,36.0,No,Travel_Rarely,216.0,Research & Development,,2.0,Medical,1.0,,2.0,,84.0,3.0,2.0,Manufacturing Director,2.0,,4941.0,2819.0,6.0,Y,No,,4.0,4.0,80.0,,7.0,0.0,3.0,,2.0,0.0,1.0
136,51.0,Yes,,1150.0,Research & Development,8.0,,Life Sciences,1.0,179.0,1.0,,,1.0,,Manufacturing Director,4.0,Single,10650.0,,2.0,,,15.0,3.0,4.0,80.0,0.0,18.0,2.0,,,2.0,0.0,3.0
137,39.0,No,,1329.0,,,4.0,Life Sciences,1.0,,4.0,Female,47.0,2.0,2.0,Sales Executive,3.0,Married,5902.0,14590.0,4.0,Y,No,14.0,3.0,,80.0,1.0,17.0,1.0,,15.0,,5.0,
138,25.0,No,,959.0,Sales,,,Life Sciences,1.0,183.0,1.0,,41.0,2.0,2.0,Sales Executive,3.0,Married,8639.0,24835.0,,Y,No,,3.0,4.0,80.0,,,3.0,3.0,2.0,,2.0,2.0
139,,No,,,Human Resources,9.0,3.0,Human Resources,1.0,184.0,3.0,Male,48.0,3.0,2.0,Human Resources,4.0,,6347.0,13982.0,,Y,,19.0,,4.0,80.0,0.0,12.0,,1.0,11.0,,4.0,7.0
140,32.0,Yes,Travel_Rarely,,Research & Development,9.0,,Medical,1.0,190.0,,,41.0,3.0,1.0,Laboratory Technician,1.0,Single,4200.0,10224.0,7.0,Y,No,22.0,4.0,,80.0,0.0,10.0,2.0,4.0,5.0,4.0,0.0,4.0
141,45.0,No,Travel_Rarely,,Research & Development,29.0,3.0,Medical,,192.0,3.0,Male,83.0,3.0,,Research Scientist,4.0,Single,3452.0,,5.0,Y,No,13.0,3.0,2.0,80.0,0.0,,2.0,2.0,6.0,5.0,,3.0
142,,No,Travel_Rarely,364.0,,3.0,5.0,Technical Degree,1.0,193.0,4.0,Female,32.0,3.0,2.0,Research Scientist,3.0,Single,4317.0,2302.0,3.0,Y,Yes,20.0,4.0,2.0,80.0,0.0,,,3.0,,2.0,2.0,2.0
143,30.0,No,Travel_Rarely,438.0,Research & Development,18.0,,Life Sciences,,194.0,1.0,Female,75.0,3.0,1.0,Research Scientist,3.0,Single,2632.0,23910.0,1.0,,,14.0,3.0,3.0,80.0,0.0,,4.0,,5.0,4.0,0.0,
144,32.0,No,Travel_Frequently,,Sales,9.0,,Medical,1.0,195.0,4.0,,35.0,,2.0,Sales Executive,4.0,Divorced,4668.0,22812.0,0.0,Y,No,,3.0,4.0,80.0,3.0,9.0,,4.0,,7.0,,7.0
145,,No,,201.0,,5.0,,Technical Degree,1.0,197.0,4.0,,84.0,,1.0,Research Scientist,1.0,Divorced,3204.0,10415.0,5.0,Y,No,14.0,,4.0,80.0,,8.0,3.0,3.0,3.0,2.0,,2.0
146,30.0,No,Travel_Rarely,1427.0,,2.0,1.0,,,198.0,2.0,,35.0,2.0,,Laboratory Technician,4.0,Single,2720.0,11162.0,0.0,Y,,13.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,5.0,3.0,1.0,2.0
147,41.0,No,Travel_Frequently,,,10.0,3.0,,1.0,199.0,4.0,,91.0,,,Manager,1.0,Divorced,17181.0,12888.0,4.0,Y,No,13.0,3.0,2.0,80.0,1.0,21.0,2.0,2.0,7.0,,7.0,7.0
148,41.0,No,Travel_Rarely,933.0,Research & Development,9.0,4.0,Life Sciences,1.0,200.0,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,,2238.0,,2.0,,,21.0,4.0,,80.0,1.0,7.0,2.0,3.0,,,1.0,4.0
149,,No,,1181.0,Research & Development,,1.0,,1.0,,,Female,79.0,3.0,1.0,Laboratory Technician,2.0,Single,1483.0,16102.0,1.0,,No,14.0,3.0,4.0,,,,3.0,3.0,,,0.0,0.0
150,,No,,1395.0,Research & Development,26.0,3.0,Medical,1.0,202.0,2.0,Female,54.0,3.0,,Research Scientist,2.0,Divorced,,8504.0,,,No,11.0,3.0,,80.0,1.0,20.0,2.0,3.0,20.0,7.0,2.0,13.0
151,35.0,No,Travel_Rarely,662.0,,,5.0,Marketing,1.0,204.0,,Male,94.0,3.0,3.0,Sales Executive,,Married,7295.0,,1.0,Y,No,13.0,3.0,1.0,,2.0,10.0,,3.0,10.0,,0.0,
152,53.0,No,Travel_Rarely,,Sales,6.0,2.0,,1.0,205.0,2.0,Male,,3.0,2.0,Sales Representative,3.0,Married,2306.0,16047.0,2.0,Y,Yes,20.0,4.0,4.0,80.0,1.0,13.0,3.0,,7.0,,4.0,5.0
153,,No,Travel_Rarely,,Research & Development,9.0,3.0,Life Sciences,1.0,206.0,,Male,60.0,3.0,2.0,Laboratory Technician,2.0,Divorced,2348.0,10901.0,,Y,,18.0,3.0,3.0,,1.0,20.0,,1.0,17.0,9.0,0.0,15.0
154,32.0,No,Travel_Frequently,967.0,Sales,,3.0,Marketing,1.0,207.0,2.0,Female,43.0,3.0,,Sales Executive,4.0,,8998.0,15589.0,1.0,Y,No,,3.0,4.0,80.0,0.0,9.0,2.0,3.0,9.0,8.0,3.0,7.0
155,29.0,No,Non-Travel,1496.0,Research & Development,1.0,1.0,Technical Degree,1.0,208.0,4.0,Male,,3.0,2.0,Manufacturing Director,3.0,Married,,26283.0,1.0,Y,No,,3.0,,80.0,1.0,10.0,1.0,3.0,10.0,7.0,0.0,9.0
156,51.0,No,Travel_Rarely,,Research & Development,7.0,,,1.0,211.0,,,34.0,2.0,,Manufacturing Director,3.0,Married,6132.0,13983.0,,,No,17.0,3.0,3.0,80.0,0.0,10.0,,,1.0,0.0,0.0,0.0
157,,No,Travel_Rarely,,Research & Development,9.0,3.0,Medical,,214.0,2.0,Female,75.0,2.0,1.0,Research Scientist,,Married,3346.0,,4.0,Y,Yes,20.0,4.0,,80.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,
158,40.0,No,Travel_Rarely,630.0,,4.0,4.0,,,,3.0,Male,,2.0,3.0,,4.0,Married,10855.0,8552.0,7.0,Y,No,11.0,3.0,1.0,,,15.0,2.0,,12.0,11.0,2.0,
159,,No,Travel_Frequently,303.0,Sales,,4.0,,1.0,216.0,3.0,Female,75.0,3.0,1.0,Sales Representative,,Married,,11314.0,,Y,No,18.0,3.0,4.0,80.0,1.0,6.0,,3.0,4.0,3.0,1.0,2.0
160,22.0,No,,1256.0,Research & Development,,,Medical,1.0,217.0,3.0,Male,80.0,3.0,1.0,Research Scientist,4.0,Married,,11992.0,1.0,Y,No,,4.0,1.0,80.0,2.0,2.0,6.0,3.0,,,2.0,
161,27.0,No,Non-Travel,,Research & Development,,3.0,Medical,1.0,,4.0,,57.0,3.0,1.0,Research Scientist,2.0,Divorced,2024.0,5970.0,6.0,,,18.0,3.0,4.0,80.0,,,1.0,1.0,2.0,2.0,2.0,
162,,No,,440.0,,21.0,3.0,Medical,,221.0,3.0,,42.0,3.0,,Research Scientist,4.0,Married,2713.0,6672.0,1.0,Y,No,11.0,,,80.0,1.0,,2.0,1.0,5.0,2.0,0.0,
163,57.0,No,,,Research & Development,24.0,,Life Sciences,1.0,,3.0,Male,83.0,4.0,3.0,Healthcare Representative,4.0,Divorced,9439.0,23402.0,3.0,Y,Yes,16.0,3.0,2.0,80.0,,12.0,2.0,1.0,5.0,3.0,1.0,4.0
164,27.0,No,,,Research & Development,3.0,,Medical,1.0,224.0,3.0,Male,79.0,2.0,,Research Scientist,3.0,,,25326.0,,,,15.0,3.0,,80.0,1.0,1.0,2.0,2.0,,1.0,,
165,,No,Travel_Rarely,1452.0,,11.0,3.0,Life Sciences,,226.0,3.0,Female,53.0,3.0,5.0,Manager,2.0,Single,,17053.0,3.0,Y,No,15.0,3.0,2.0,,0.0,,5.0,,5.0,4.0,4.0,4.0
166,41.0,No,,,Research & Development,,,Life Sciences,1.0,227.0,1.0,Male,56.0,3.0,1.0,Research Scientist,3.0,Divorced,2451.0,4609.0,,Y,,12.0,3.0,,80.0,,,,,9.0,8.0,1.0,8.0
167,30.0,No,Travel_Rarely,1339.0,Sales,,,Life Sciences,1.0,228.0,2.0,Female,41.0,3.0,3.0,Sales Executive,4.0,Married,,,2.0,Y,No,12.0,3.0,3.0,80.0,1.0,12.0,2.0,3.0,10.0,9.0,7.0,
168,38.0,No,Travel_Rarely,,Sales,1.0,4.0,Life Sciences,1.0,230.0,1.0,Female,59.0,2.0,,Sales Executive,,Single,8686.0,12930.0,4.0,,,22.0,,3.0,,0.0,12.0,2.0,4.0,8.0,,0.0,7.0
169,32.0,No,,120.0,Research & Development,6.0,5.0,,1.0,231.0,3.0,,43.0,3.0,1.0,Research Scientist,3.0,,3038.0,,3.0,Y,No,,4.0,,,0.0,8.0,,3.0,,,1.0,
170,,No,Travel_Rarely,,Research & Development,17.0,3.0,,1.0,,3.0,,51.0,3.0,1.0,Research Scientist,,,3058.0,,0.0,Y,Yes,16.0,3.0,4.0,,1.0,,3.0,,5.0,2.0,1.0,
171,19.0,Yes,Travel_Frequently,602.0,Sales,1.0,1.0,Technical Degree,1.0,235.0,,Female,,1.0,1.0,Sales Representative,1.0,Single,2325.0,20989.0,0.0,Y,No,,4.0,1.0,80.0,,1.0,5.0,4.0,0.0,0.0,0.0,0.0
172,,No,,1480.0,Research & Development,3.0,,Medical,1.0,238.0,,Male,30.0,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,15062.0,4.0,Y,No,12.0,,3.0,,,13.0,3.0,,8.0,7.0,7.0,
173,30.0,No,Non-Travel,111.0,Research & Development,9.0,3.0,Medical,1.0,239.0,3.0,Male,66.0,,2.0,Laboratory Technician,,,3072.0,11012.0,1.0,Y,No,11.0,3.0,3.0,80.0,2.0,12.0,4.0,3.0,12.0,,6.0,10.0
174,45.0,No,Travel_Rarely,1268.0,,4.0,2.0,,1.0,240.0,3.0,Female,,3.0,2.0,Sales Executive,1.0,Divorced,5006.0,6319.0,4.0,Y,,11.0,3.0,1.0,,1.0,9.0,3.0,4.0,5.0,,0.0,3.0
175,56.0,No,Travel_Rarely,713.0,Research & Development,8.0,3.0,Life Sciences,1.0,,,,67.0,3.0,1.0,Research Scientist,,Divorced,,13939.0,4.0,Y,,,3.0,3.0,80.0,,19.0,3.0,,,2.0,,2.0
176,33.0,No,Travel_Rarely,134.0,Research & Development,2.0,3.0,Life Sciences,1.0,242.0,3.0,Male,90.0,,1.0,Research Scientist,4.0,Single,,10515.0,0.0,Y,No,,3.0,1.0,80.0,0.0,4.0,2.0,,3.0,1.0,0.0,2.0
177,19.0,Yes,Travel_Rarely,303.0,,2.0,3.0,Life Sciences,1.0,243.0,2.0,,47.0,2.0,1.0,,4.0,,1102.0,,1.0,Y,No,,4.0,3.0,80.0,,1.0,3.0,2.0,1.0,0.0,1.0,0.0
178,46.0,No,Travel_Rarely,,Sales,1.0,2.0,Marketing,1.0,244.0,2.0,Female,92.0,3.0,3.0,Sales Executive,1.0,Divorced,,2137.0,1.0,Y,No,,4.0,3.0,80.0,3.0,24.0,2.0,3.0,24.0,,15.0,
179,,No,Travel_Rarely,1380.0,Research & Development,9.0,2.0,,,245.0,3.0,,75.0,3.0,1.0,Laboratory Technician,,Single,2288.0,6319.0,1.0,Y,,12.0,,3.0,,0.0,2.0,3.0,3.0,2.0,2.0,,1.0
180,31.0,No,,140.0,Research & Development,12.0,1.0,Medical,1.0,246.0,,Female,95.0,3.0,1.0,,4.0,Married,3929.0,6984.0,8.0,Y,,23.0,4.0,3.0,80.0,,7.0,0.0,3.0,4.0,2.0,0.0,2.0
181,34.0,No,,629.0,Research & Development,27.0,,Medical,1.0,247.0,,Female,95.0,3.0,1.0,Research Scientist,2.0,Single,2311.0,5711.0,,,,15.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,3.0,2.0,1.0,
182,,Yes,Travel_Rarely,1356.0,Sales,20.0,,Marketing,1.0,248.0,2.0,Female,70.0,3.0,1.0,,,,,21728.0,,Y,,,4.0,4.0,,0.0,4.0,5.0,2.0,4.0,3.0,,2.0
183,,No,Travel_Rarely,328.0,Research & Development,,3.0,,1.0,,3.0,Male,86.0,2.0,1.0,Laboratory Technician,3.0,Married,3690.0,3425.0,2.0,,No,15.0,3.0,4.0,80.0,1.0,5.0,2.0,,3.0,2.0,,2.0
184,53.0,No,,,Research & Development,,2.0,,1.0,250.0,,Female,,4.0,2.0,Manufacturing Director,1.0,,4450.0,26250.0,1.0,Y,No,,3.0,3.0,80.0,2.0,,3.0,3.0,4.0,2.0,1.0,3.0
185,33.0,No,Travel_Rarely,931.0,Research & Development,,3.0,,,,4.0,Female,72.0,,1.0,Research Scientist,2.0,Married,2756.0,4673.0,,Y,No,13.0,3.0,4.0,,,8.0,5.0,,,7.0,1.0,6.0
186,40.0,No,,989.0,Research & Development,4.0,1.0,,1.0,253.0,4.0,Female,46.0,3.0,,,,Married,19033.0,6499.0,1.0,Y,No,14.0,3.0,,,1.0,21.0,2.0,3.0,,8.0,9.0,9.0
187,,No,Travel_Rarely,692.0,Research & Development,14.0,4.0,Medical,1.0,254.0,3.0,Male,61.0,4.0,5.0,Research Director,2.0,Single,18722.0,13339.0,,,No,11.0,3.0,4.0,80.0,0.0,36.0,3.0,,24.0,15.0,2.0,15.0
188,,No,Travel_Frequently,1069.0,Research & Development,2.0,1.0,Life Sciences,1.0,256.0,,Male,45.0,2.0,2.0,Manufacturing Director,3.0,Married,9547.0,14074.0,1.0,Y,No,17.0,3.0,,80.0,0.0,10.0,2.0,2.0,10.0,9.0,1.0,9.0
189,51.0,No,Travel_Rarely,313.0,Research & Development,3.0,3.0,Medical,1.0,258.0,4.0,,98.0,3.0,4.0,Healthcare Representative,,Single,13734.0,,3.0,Y,No,18.0,3.0,3.0,80.0,,,6.0,3.0,7.0,7.0,1.0,0.0
190,,No,Travel_Rarely,699.0,Research & Development,,4.0,Life Sciences,,259.0,,,65.0,2.0,5.0,Manager,,,,5678.0,0.0,Y,No,14.0,,1.0,80.0,1.0,34.0,5.0,3.0,33.0,18.0,11.0,9.0
191,27.0,No,Travel_Rarely,894.0,Research & Development,9.0,3.0,Medical,1.0,260.0,4.0,Female,99.0,3.0,1.0,,2.0,Single,2279.0,11781.0,1.0,,No,16.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,7.0,7.0,0.0,3.0
192,35.0,Yes,Travel_Rarely,556.0,Research & Development,23.0,2.0,Life Sciences,1.0,261.0,2.0,Male,,2.0,2.0,Manufacturing Director,3.0,,5916.0,15497.0,3.0,Y,Yes,13.0,,,80.0,0.0,8.0,1.0,3.0,1.0,,0.0,
193,43.0,No,Non-Travel,1344.0,,,3.0,Medical,,262.0,4.0,Male,37.0,4.0,1.0,,4.0,Divorced,2089.0,,4.0,,,,3.0,4.0,,3.0,7.0,3.0,4.0,5.0,4.0,2.0,
194,45.0,No,Non-Travel,1195.0,,2.0,2.0,Medical,,264.0,1.0,Male,65.0,2.0,4.0,Manager,4.0,Married,16792.0,20462.0,9.0,Y,,23.0,,4.0,80.0,1.0,22.0,1.0,,20.0,8.0,11.0,8.0
195,37.0,No,Travel_Rarely,,Research & Development,21.0,3.0,Life Sciences,1.0,,,Male,65.0,4.0,1.0,Research Scientist,,Married,,22977.0,,Y,Yes,12.0,3.0,1.0,80.0,1.0,8.0,3.0,2.0,8.0,7.0,,7.0
196,35.0,No,Travel_Frequently,,,,3.0,Medical,1.0,269.0,2.0,,,3.0,2.0,Laboratory Technician,,Single,4425.0,15986.0,5.0,Y,No,11.0,3.0,4.0,80.0,,10.0,,,,2.0,1.0,2.0
197,42.0,No,,926.0,Research & Development,21.0,2.0,,1.0,270.0,3.0,Female,,,2.0,Manufacturing Director,,Divorced,5265.0,16439.0,,Y,No,16.0,3.0,,,1.0,11.0,5.0,3.0,5.0,3.0,0.0,2.0
198,38.0,No,Travel_Rarely,1261.0,Research & Development,2.0,4.0,Life Sciences,1.0,271.0,4.0,Male,,3.0,,Manufacturing Director,3.0,Married,6553.0,7259.0,9.0,Y,No,,,2.0,80.0,0.0,14.0,3.0,3.0,1.0,,,
199,38.0,No,Travel_Rarely,1084.0,Research & Development,,3.0,Technical Degree,1.0,,,Male,54.0,3.0,2.0,,4.0,Married,6261.0,4185.0,3.0,Y,No,18.0,3.0,1.0,,,9.0,3.0,,7.0,7.0,1.0,
200,,No,Travel_Frequently,472.0,Research & Development,1.0,1.0,,1.0,274.0,3.0,Male,60.0,2.0,2.0,Manufacturing Director,,Married,4298.0,9679.0,5.0,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,1.0,3.0,,2.0,,
201,49.0,No,,1002.0,Research & Development,18.0,4.0,Life Sciences,1.0,275.0,4.0,Male,92.0,3.0,2.0,Manufacturing Director,,Divorced,6804.0,23793.0,1.0,Y,Yes,15.0,3.0,,80.0,2.0,7.0,0.0,3.0,7.0,7.0,1.0,7.0
202,34.0,No,Travel_Frequently,878.0,Research & Development,,4.0,Medical,1.0,277.0,4.0,Male,43.0,,,,3.0,Divorced,,5972.0,1.0,,Yes,17.0,,4.0,,1.0,5.0,4.0,,5.0,3.0,,0.0
203,40.0,No,Travel_Rarely,905.0,,,2.0,Medical,1.0,281.0,3.0,Male,99.0,3.0,2.0,Laboratory Technician,4.0,Married,2741.0,16523.0,8.0,Y,Yes,,3.0,3.0,80.0,1.0,15.0,2.0,4.0,7.0,2.0,3.0,
204,38.0,Yes,,1180.0,Research & Development,29.0,1.0,Medical,1.0,,,Male,70.0,3.0,2.0,,,Married,6673.0,,7.0,Y,,19.0,,2.0,80.0,0.0,,,3.0,1.0,0.0,0.0,0.0
205,29.0,Yes,Travel_Rarely,,Sales,27.0,3.0,Marketing,,283.0,2.0,Female,35.0,3.0,3.0,Sales Executive,4.0,Married,7639.0,24525.0,1.0,Y,,22.0,4.0,4.0,,3.0,,3.0,2.0,10.0,,1.0,9.0
206,22.0,No,Travel_Rarely,1136.0,Research & Development,5.0,3.0,Life Sciences,,,4.0,Male,,4.0,,,2.0,Divorced,2328.0,,1.0,,Yes,16.0,3.0,1.0,80.0,,4.0,2.0,2.0,4.0,2.0,,2.0
207,36.0,No,Travel_Frequently,635.0,Research & Development,,,Medical,1.0,286.0,2.0,Female,73.0,3.0,1.0,,4.0,,2153.0,7703.0,1.0,,No,13.0,3.0,1.0,80.0,0.0,8.0,2.0,3.0,8.0,,1.0,7.0
208,40.0,No,Non-Travel,1151.0,Research & Development,9.0,5.0,Life Sciences,1.0,287.0,4.0,,63.0,2.0,2.0,Healthcare Representative,4.0,Married,,,9.0,Y,No,,3.0,,80.0,1.0,5.0,5.0,1.0,3.0,2.0,,2.0
209,,No,Travel_Rarely,644.0,Research & Development,1.0,4.0,Medical,1.0,288.0,,Male,97.0,3.0,,Healthcare Representative,,Divorced,9396.0,12368.0,,,No,16.0,,3.0,80.0,1.0,17.0,,3.0,4.0,2.0,0.0,3.0
210,32.0,Yes,Travel_Rarely,1045.0,Sales,4.0,4.0,Medical,1.0,291.0,4.0,Male,32.0,,3.0,Sales Executive,4.0,Married,10400.0,25812.0,1.0,Y,,11.0,,3.0,,0.0,14.0,2.0,2.0,14.0,8.0,9.0,8.0
211,30.0,No,Non-Travel,829.0,Research & Development,1.0,1.0,,1.0,292.0,3.0,Male,,2.0,3.0,Manufacturing Director,3.0,Single,8474.0,20925.0,1.0,Y,No,22.0,,3.0,,,12.0,2.0,3.0,11.0,8.0,5.0,
212,,No,Travel_Frequently,1242.0,Sales,20.0,3.0,Life Sciences,1.0,,4.0,Female,90.0,,2.0,Sales Executive,3.0,Single,9981.0,,,Y,No,14.0,3.0,4.0,80.0,0.0,7.0,,3.0,,7.0,0.0,
